LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31
3000,Manhattan P.L.D.,240 Whitson Street,Manhattan,60442,0053,8154783987,4429,1,0,0,0,1.94,4.26,6.2,98778,8563,13905,16885,138131,61503,14960,76463,15512,42536,134511,2473,31465,630,179,140,2704,30512,2201,42180,33,2911,19333,4369,ME,SD,SO,Will,Y,-1,300,-1,,Y,ST,4429,IL0311,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3003,Manito P.L.D.,408 Harrison,Manito,61546,0710,3099686093,6934,1,0,0,0,0.82,0,0.82,59507,8716,0,5053,73276,,,,5437,,27331,0,9789,4,46,22,1716,5526,253,7726,2,166,4394,465,ME,SD,SO,Mason,Y,-1,-1,-1,,Y,PI,6934,IL0312,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3010,Blue Ridge Twp. P.L.,101 W. Oliver,Mansfield,61854,0459,2174899033,1407,1,0,0,0,0.38,0,0.38,21000,0,0,1678,22678,,,,3500,,24274,0,10858,32,0,54,780,3772,126,12911,32,8,4215,337,ME,CI,SO,Piatt,Y,-1,2465,-1,,Y,PI,1407,IL0313,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3020,Manteno P.L.D.,50 West Division Street,Manteno,60950,1597,8154683323,7719,1,0,0,0,1.4,1.45,2.85,107553,33728,0,14552,155833,50415,3857,54272,27017,22160,103449,36258,27192,587,333,80,2756,45760,9282,52967,5,730,18396,655,ME,SD,SO,Kankakee,Y,-1,0,-1,,Y,PI,7719,IL0314,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3030,Maple Park P.L.,302 Willow Street,Maple Park,60151,0159,8158273362,641,1,0,0,0.2,0.2,0.35,0.55,6929,801,0,1132,8862,,,,2107,,9046,0,6943,229,155,20,1040,1509,26,1069,0,13,658,70,ME,CI,SO,DeKalb,Y,-1,0,-1,,N,,641,IL0315,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3040,Maquon P.L.D.,210 Main Street,Maquon,61458,0230,3098753573,2128,1,1,0,0,1.8,0,1.8,35427,2986,0,2058,40471,,,,4676,,29587,11138,14226,48,211,24,2028,4459,754,6779,6,123,2173,248,ME,SD,MO,Knox,Y,-1,0,-1,,Y,PI,2128,IL0316,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3050,Marengo P.L.D.,200 South State Street,Marengo,60152,2230,8155688236,10120,1,0,0,0,2,1.84,3.84,336558,20478,0,12646,369682,53886,17902,71788,30841,17824,120453,90903,29087,1013,430,85,2496,22300,1475,42947,264,529,17480,209,ME,SD,SO,McHenry,Y,-1,17500,-1,,Y,ST,10120,IL0317,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3060,Marion Carnegie Lib.,206 S. Market St.,Marion,62959,2516,6189935935,14545,1,0,0,0,2,7.13,9.13,225084,18181,0,83318,326583,147221,25303,172524,32542,46202,251268,16373,55383,400,36,120,3120,48996,16666,92974,3501,3916,36604,1716,ME,CI,SO,Williamson,Y,-1,16000,-1,,N,,14545,IL0318,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3070,Marissa P.L.,212 North Main Street,Marissa,62257,1399,6182952825,2375,1,0,0,0,1.25,0.05,1.3,9491,4871,0,5446,19808,,,,3743,,21498,0,14342,119,73,40,1352,13603,2782,13201,40,202,5119,440,ME,CI,SO,St. Clair,Y,-1,188,-1,,N,,2375,IL0319,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3080,Markham (Anderson/Oglesby) P.L.,16640 S. Kedzie Avenue,Markham,60426,5596,7083310130,13136,1,0,0,1,3.5,0,3.5,153911,21420,0,5773,181104,61159,21207,82366,25372,45572,153310,34554,27000,837,58,65,2080,20000,11492,12016,6,177,4447,676,ME,CI,SO,Cook,Y,-1,17000,-1,,Y,PI,13136,IL0320,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3090,Maroa P.L.D.,108 East Main Street,Maroa,61756,0627,2177945111,2538,1,0,0,0,1.07,1.1,2.17,60882,3172,0,744,64798,16063,1397,17460,4138,9205,30803,2734,6842,60,60,26,1872,6349,63,5830,0,150,3077,1709,ME,SD,SO,Macon,Y,-1,3338,-1,,N,,2538,IL0321,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3100,Marquette Heights P.L.,715 Lincoln Road,Marquette Heights,61554,1313,3093823778,3077,1,0,0,0,1,0.2,1.2,23124,3912,0,2052,29088,,,,3999,,26056,0,10361,398,53,46,1612,12607,630,5529,3,237,3075,558,ME,CI,SO,Tazwell,Y,-1,0,-1,,N,,3077,IL0322,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3105,Marrowbone P.L.D.,216 W. Main St.,Bethany,61914,0246,2176653014,2209,1,0,0,0,1.45,0.13,1.57,54985,3640,15500,9393,83518,,,,14680,,53940,26621,21137,258,676,69,2080,15873,1818,45293,2893,1394,11731,1049,ME,SD,SO,Shelby,Y,-1,5869,-1,,Y,ST,2209,IL0323,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3110,Marseilles P.L.,155 E. Bluff,Marseilles,61341,1442,8157954437,4811,1,0,0,0,2.11,0.6,2.71,38543,9965,0,7568,56076,29484,2251,31735,10914,8973,51622,1695,17200,4,219,54,2080,10000,1898,17324,2,97,5803,100,ME,CI,SO,LaSalle,Y,-1,0,-1,,Y,ST,4811,IL0324,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3120,Marshall P.L.,612 Archer Avenue,Marshall,62441,1268,2178262535,3555,1,0,0,0,1,0.85,1.85,24304,6443,0,55177,85924,,,,14255,,64618,3306,16980,392,409,73,1664,13209,4914,21131,1540,1405,6517,942,ME,CI,SO,Clark,Y,-1,-1,-1,,,,3555,IL0325,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3130,Martinsville P.L.D.,126 W Cumberland,Martinsville,62442,0190,2173824113,2334,1,0,0,0,1.11,0,1.11,18720,3458,0,5194,27372,,,,4622,,21823,4905,14423,236,134,48,1768,12024,3796,20596,64,408,8312,925,ME,SD,SO,Clark,Y,-1,0,-1,,Y,PI,2334,IL0326,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3140,Mascoutah P.L.,3 West Church Street,Mascoutah,62258,2004,6185662562,5511,1,0,0,1,2,1.25,3.25,112395,7941,0,13210,133546,58791,18785,77576,21392,26485,125453,11587,36499,209,424,155,2808,36428,6084,41301,2939,1453,16518,1088,ME,CI,SO,St. Clair,Y,-1,24135,-1,,N,,5511,IL0327,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3150,Mason City P.L.D.,145 S Main,Mason City,62664,1103,2174823799,3401,1,0,0,0,0.68,0,0.68,63748,4251,0,9326,77325,,,,7253,,51304,24590,15393,79,62,85,1196,8568,1728,12955,694,871,3999,185,ME,SD,SO,Mason,Y,-1,5000,-1,,Y,ST,3401,IL0328,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3160,Matteson P.L.,801 South School Avenue,Matteson,60443,1897,7087484431,11378,1,0,0,3.8,4.75,8.03,12.78,612483,29500,0,53080,695063,332469,83989,416458,139379,93150,648987,84453,52503,1931,1153,209,3224,25321,22210,138283,2185,3678,46779,3153,ME,CI,SO,Cook,Y,-1,36014,-1,,N,,11378,IL0329,IL,17,96,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 2, 0, 0, 0, 0, 9, 0
3170,Mattoon P.L.,1600 Charleston Avenue,Mattoon,61938,3935,2172342621,18441,1,0,0,1,2.9,5.45,8.35,352629,23051,0,201588,577268,134003,21054,155057,37169,75616,267842,1523036,60000,1141,649,159,3276,60877,26910,100649,172,663,37587,1411,ME,CI,SO,Coles,Y,-1,100,-1,,N,,18441,IL0330,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3180,Maywood P.L.D.,121 South 5th Ave.,Maywood,60153,1307,7083431847,27139,1,1,0,4.69,4.69,1.21,5.9,714657,61896,0,42473,819026,436168,84140,520308,82623,183725,786656,103167,80988,2201,2406,179,4784,46959,28671,85277,2162,3917,41061,4014,ME,SD,MO,Cook,Y,-1,12000,-1,,Y,PI,27139,IL0331,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3200,Melvin P.L.,102 S. Center,Melvin,60952,0184,2173882421,654,1,0,0,0,0.5,0.03,0.53,8066,778,0,2014,10858,,,,2979,,8553,0,7977,102,60,38,1040,1500,416,4580,0,0,1637,25,ME,CI,SO,Ford,Y,-1,-1,-1,,N,,654,IL0333,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
2055,Graves-Hume P.L.D.,1401 West Main Street,Mendota,61342,1077,8155385142,7017,1,0,0,0,1.5,3.88,5.38,100319,11658,0,45278,157255,73722,12014,85736,29294,45910,160940,11874,25317,1007,701,124,2496,47600,1792,51061,73,1515,17959,1649,ME,SD,SO,LaSalle,Y,-1,2140,-1,,Y,ST,7017,IL0334,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3215,Mercer-Carnegie L.D.,200 N. College Ave.,Aledo,61231,1460,3095822032,5075,1,0,0,0,1.38,0.5,1.88,49076,23585,0,3573,76234,,,,13593,,72240,2000,15199,442,501,62,2184,7000,847,156,200,126,60,250,ME,SD,SO,Mercer,Y,-1,1000,-1,,N,,5075,IL0335,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3220,Metropolis P.L.,317 Metropolis Street,Metropolis,62960,2196,6185244312,6734,1,0,0,0,1.88,0.25,2.13,35004,10506,0,6550,52060,38740,0,38740,5183,7962,51885,0,26869,22,29,62,1768,31507,11075,34765,19,2415,6009,38,ME,CI,SO,Massac,Y,-1,0,-1,,,,6734,IL0336,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3230,Midlothian P.L.,14701 S. Kenton Ave.,Midlothian,60445,3221,7085352027,18598,1,0,0,0.88,2.63,4.97,7.6,184686,25722,0,71263,281671,133592,35364,168956,48261,52727,269944,13123,42770,800,932,205,2340,72924,3052,136480,2097,1872,61808,4075,ME,CI,SO,Cook,Y,-1,7508,-1,,Y,PI,18598,IL0337,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3240,Milford D.L.,2 South Grant,Milford,60953,1399,8158894722,3415,1,0,0,0,2.2,0,2.2,66082,3621,0,16800,86503,30633,4640,35273,8987,16013,60273,2586,18650,645,85,74,1716,15600,9750,18780,150,1073,5021,450,ME,SD,SO,Iroquois,Y,-1,3691,-1,,,,3415,IL0338,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3250,Wysox Twp. Lib.,8 West 5th St.,Milledgeville,61051,7572,8152257572,1545,1,0,0,0,0.6,0,0.6,17972,188,0,1125,19285,,,,4580,,19661,4200,9496,0,0,20,1040,5200,1456,7634,0,283,4698,90,ME,CI,SO,Carroll,Y,-1,2275,-1,,N,,1545,IL0339,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3255,Millstadt Lib.,115 West Laurel Street,Millstadt,62260,1925,6184761887,2566,1,0,0,0,0.55,0.93,1.48,28952,5208,0,3037,37197,,,,2739,,29520,12040,11580,0,21,15,2080,8141,1144,8471,0,111,3342,608,ME,CI,SO,St. Clair,Y,-1,8990,-1,,Y,PI,2566,IL0340,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3260,Mineral-Gold P.L.D.,120 E. Main Street,Mineral,61344,0087,3092883971,819,1,0,0,0,0.55,0,0.55,24614,918,0,598,26130,,,,6055,,25192,0,15160,162,75,25,1144,4211,954,10174,0,45,4176,350,ME,SD,SO,Bureau,Y,-1,-1,-1,,N,,819,IL0341,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3270,H. A. Peine Mem. Lib.,202 N. Main,Minier,61759,0019,3093923220,1155,1,0,0,0,0.46,0.05,0.51,12620,1443,0,3510,17573,,,,998,,16069,0,10103,254,16,18,962,3507,83,5414,0,224,2397,188,ME,CI,SO,Tazwell,Y,-1,100,-1,,N,,1155,IL0342,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3280,Filger P.L.,261 E. 5th St.,Minonk,61760,1303,3094322929,1982,1,0,0,0,1.65,0.13,1.77,18339,4366,0,122664,145369,,,,7969,,42337,33354,20273,877,60,60,2080,10608,779,16666,178,710,6261,1294,ME,CI,SO,Woodford,Y,-1,1072,-1,,Y,ST,1982,IL0343,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3290,Mokena Community P.L.D.,11327 W. 195th Street,Mokena,60448,1399,7084799663,11432,1,0,0,0,2,8.25,10.25,385856,20356,0,41708,447920,128221,32715,160936,53648,1690,216274,164053,38537,658,226,126,3068,50704,8632,76638,1535,135,38311,3117,ME,SD,SO,Will,Y,-1,7492,-1,,Y,PI,11432,IL0344,IL,17,96,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
3300,Moline P.L.,504 17th Street,Moline,61265,2147,3097626885,43080,1,1,0,8,12,10.75,22.75,1238588,224445,0,141142,1604175,854101,280227,1134328,182976,240735,1558039,48866,169487,5646,3336,331,5590,264384,77750,430492,4478,2751,158675,4601,ME,CI,MO,Rock Island,Y,-1,6600,-1,,Y,PE,43080,IL0345,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3310,Edward Chipman P.L.,126 North Locust Street,Momence,60954,1508,8154722581,2968,1,0,0,0,1.01,0.53,1.54,24818,5676,0,2469,32963,,,,9706,,34590,0,17727,101,120,59,1794,9588,483,20874,24,864,9616,312,ME,CI,SO,Kankakee,Y,-1,0,-1,,Y,ST,2968,IL0346,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3320,Monticello Twp. (Allerton) P.L.,201 N. State Street,Monticello,61856,1690,2177624676,5339,1,0,0,0.93,2.77,2.33,5.1,72445,94319,0,19027,185791,72813,15919,88732,41686,50091,180509,1000,31886,1529,391,117,3328,19352,2080,89236,7088,4093,27232,2408,ME,CI,SO,Piatt,Y,-1,130,-1,,N,,5339,IL0347,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3325,Moore Mem. L.D.,509 Main Street,Hillsdale,61257,0325,3096582666,761,1,0,0,0,0.63,0,0.63,7791,1102,0,1732,10625,,,,2596,,10538,0,7182,106,435,14,1300,3543,468,4639,39,164,2551,342,ME,SD,SO,Rock Island,Y,-1,59,-1,,Y,PI,761,IL0348,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3330,Morris Area P.L.D.,604 Liberty Street,Morris,60450,1850,8159426880,14769,1,0,0,1,2,6.33,8.32,439821,29929,955,63656,534361,165359,45748,211107,56913,78696,346716,158945,52045,1168,1099,130,3172,104200,10920,181555,51,2163,71252,5650,ME,SD,SO,Grundy,Y,-1,0,-1,,Y,ST,14769,IL0349,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3340,Odell P.L.,202 E. Lincolnway,Morrison,61270,2825,8157727323,4474,1,0,0,0,0.75,1.8,2.55,42220,10158,2000,515052,569430,36332,0,36332,18651,16044,71027,32672,30695,0,196,141,2210,14040,6942,43457,71,1085,20863,540,ME,CI,SO,Whiteside,Y,-1,7451,-1,,Y,PI,4474,IL0350,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3360,Kitchell Mem. Lib.,5th and Carlin Street,Morrisonville,62546,0049,2175264553,1348,1,0,0,0,1,0,1,16736,2096,24343,249,43424,,,,6112,,24304,10147,6451,190,24,13,1664,1602,1742,3904,5,286,2101,915,ME,CI,SO,Christian,Y,-1,9761,-1,,N,,1348,IL0351,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3370,Morton P.L.D.,315 West Pershing,Morton,61550,1890,3092632200,13799,1,0,0,1,3.8,4.74,8.54,247412,55464,0,77218,380094,133220,20603,153823,62739,82131,298693,4100,49624,1869,1525,175,3380,151278,9880,218787,2001,2339,99799,5213,ME,SD,SO,Tazwell,Y,-1,28000,-1,,Y,PE,13799,IL0352,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3380,Morton Grove P.L.,6140 Lincoln Ave.,Morton Grove,60053,2989,7089654220,22373,1,0,0,6.81,7.75,17.37,25.12,1190533,45258,0,64264,1300055,671246,147143,818389,181427,184373,1184189,117182,128409,3590,932,370,3588,194000,22357,241782,2340,1327,110637,8704,ME,CI,SO,Cook,Y,-1,93917,-1,,Y,ST,22373,IL0353,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3385,Mound City P.L.,214 High Street,Mound City,62963,1199,6187489427,765,1,0,0,0,0.63,0,0.63,3373,6561,0,13246,23180,,,,109,,1544,19740,4968,0,30,8,1300,5653,1612,8186,0,506,4461,38,ME,CI,SO,Pulaski,Y,-1,-1,-1,,N,,765,IL0354,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3390,Mounds P.L.,130 South Blanch,Mounds,62964,1102,6187456610,1407,1,0,0,0,0.6,0,0.6,4670,6233,0,1015,11918,,,,1341,,11848,0,5614,137,0,98,1248,2900,3536,2966,83,166,851,143,ME,CI,SO,Pulaski,Y,-1,-1,-1,,N,,1407,IL0355,IL,17,96,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 5, 0, 0,10
3400,Mt. Carmel P.L.,727 Mulberry Street,Mt. Carmel,62863,2047,6182633531,8287,1,0,0,1,1,2.85,3.85,98876,22282,0,18337,139495,54221,8396,62617,21608,43577,127802,9534,40534,111,261,124,2548,48000,6110,68854,3557,2875,18836,1100,ME,CI,SO,Wabash,Y,-1,3714,-1,,N,,8287,IL0356,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3410,Mt. Carroll Twp. P.L.,208 N. Main,Mt. Carroll,61053,1022,8152441751,2467,1,0,0,0,0.65,0.25,0.9,21748,3084,0,3148,27980,,,,4041,,23707,0,15930,482,170,40,1352,12560,4758,18964,25,591,7315,250,ME,CI,SO,Carroll,Y,-1,50,-1,,N,,2467,IL0357,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3420,Mt. Morris P.L.,101 E. Front Street,Mt. Morris,61054,1597,8157344927,2919,1,0,0,0.63,0.63,2.96,3.59,29073,7455,0,31594,68122,27657,2116,29773,8349,8128,46250,8166,18609,578,426,128,1586,20527,2938,31332,42,738,16600,1515,ME,CI,SO,Ogle,Y,-1,3230,-1,,N,,2919,IL0358,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3430,Mt. Olive P.L.,111 West Main,Mt. Olive,62069,1609,2179997311,2126,1,0,0,0,1.13,0.09,1.21,8863,3968,0,5820,18651,,,,5345,,18414,0,16000,0,410,45,2132,12110,3068,16195,48,220,5872,209,ME,CI,SO,Macoupin,Y,-1,400,-1,,N,,2126,IL0359,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3440,Mt. Prospect P.L.,10 S. Emerson Street,Mt. Prospect,60056,3251,7082535675,53168,1,0,0,14.47,14.47,44.56,59.04,2619701,94809,0,115049,2829559,1479362,315644,1795006,493229,347771,2636006,67045,293014,12534,6001,1280,4056,790365,198507,724861,1179,2134,308378,20778,ME,CI,SO,Cook,Y,-1,55000,-1,,Y,PE,53168,IL0360,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
3450,Mt. Pulaski P.L.D.,320 North Washington Street,Mt. Pulaski,62548,1193,2177925919,3176,1,0,0,0,1.55,0.44,1.99,71316,7261,0,10079,88656,,,,8210,,87040,0,22224,155,363,65,2600,3670,7436,33690,740,784,10595,2036,ME,SD,SO,Sangamon,Y,-1,6601,-1,,Y,ST,3176,IL0361,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
0625,Brown County P.L.D.,143 West Main,Mt. Sterling,62353,1223,2177732013,5812,1,1,0,0,2.2,0.5,2.7,55725,9591,13999,6283,85598,38091,2450,40541,18504,15005,74050,2914,21708,636,449,83,2548,19480,281,28735,15,579,9882,423,ME,SD,MO,Brown,Y,-1,3079,-1,,Y,ST,5812,IL0362,IL,17,96,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
